,s1_1,s2_1,s1_2,s2_2,s1_3,s2_3
0,,1.7343003003003001,2.5345345345345347,2.5355345345345346,2.186186186186186,2.187186186186186
1,,1.7262942942942943,2.5305305305305303,2.5315305305305302,2.1821821821821823,2.183182182182182
2,,1.722291291291291,2.5265265265265264,2.5275265265265263,2.174174174174174,2.177000826652478
3,,1.7182882882882882,2.5225225225225225,2.5235225225225224,2.17017017017017,2.17117017017017
4,,1.7142852852852852,2.5185185185185186,2.5195185185185185,2.166166166166166,2.167166166166166
5,,1.710282282282282,2.5145145145145147,2.5155145145145146,2.1621621621621623,2.163162162162162
6,,1.7062792792792791,2.5105105105105103,2.51151051051051,2.158158158158158,2.159158158158158
7,,1.7022762762762762,2.5065065065065064,2.5075065065065063,2.154154154154154,2.155154154154154
8,,1.69427027027027,2.5025025025025025,2.5035025025025024,2.15015015015015,2.15115015015015
9,,1.6902672672672672,2.4984984984984986,2.4994984984984985,2.146146146146146,2.147146146146146
10,,1.6862642642642642,2.4944944944944947,2.4954944944944946,2.1421421421421423,2.143142142142142
11,,1.682261261261261,2.4904904904904903,2.49149049049049,2.138138138138138,2.139138138138138
12,,1.6782582582582581,2.4864864864864864,2.4874864864864863,2.134134134134134,2.135134134134134
13,,1.6742552552552552,2.4824824824824825,2.4834824824824824,2.13013013013013,2.13113013013013
14,,1.666249249249249,2.4784784784784786,2.4794784784784785,2.126126126126126,2.127126126126126
15,,1.6622462462462462,2.4744744744744747,2.4754744744744746,2.1221221221221223,2.123122122122122
16,,1.6582432432432432,2.4704704704704703,2.47147047047047,2.118118118118118,2.119118118118118
17,,1.65424024024024,2.4664664664664664,2.4674664664664663,2.114114114114114,2.115114114114114
18,,1.6502372372372371,2.4624624624624625,2.4634624624624624,2.11011011011011,2.11111011011011
19,,1.642231231231231,2.4584584584584586,2.4594584584584585,2.106106106106106,2.107106106106106
20,,1.6382282282282281,2.4544544544544546,2.4554544544544545,2.1021021021021022,2.103102102102102
